subset_id,dim_reduce_alg,dim_reduce_param,transformed,clustering_alg,clustering_param,mutual_info_score,silhouette_score
10,ICA,15,True,Agglomerative,5,0.015610173750217058,0.27911856120080486
10,ICA,15,True,Agglomerative,6,0.015308427927892818,0.2645397223681282
10,ICA,15,True,Agglomerative,7,0.022642528664417093,0.2564453331197571
10,ICA,15,True,Agglomerative,8,0.027788743390209734,0.21039316899531205
10,ICA,15,True,DBSCAN,0.5,0.021882021080158007,-0.1693975563033368
10,ICA,15,True,DBSCAN,10,0.0,
10,ICA,15,True,DBSCAN,4,0.015644902949978442,0.27580279990131495
10,ICA,15,True,GaussianMixture,2,0.031019153275232973,0.2169194094647915
10,ICA,15,True,GaussianMixture,3,0.021669363639151923,0.23028462269841293
10,ICA,15,True,GaussianMixture,4,0.03330724390397207,0.17875379852973483
10,ICA,15,True,GaussianMixture,5,0.024931825962921556,0.09790979118249338
10,ICA,15,True,GaussianMixture,6,0.02377660157873068,0.10663239381221715
10,ICA,15,True,GaussianMixture,7,0.022708129685319964,0.10634063563691513
10,ICA,15,True,GaussianMixture,8,0.018212013864273808,0.10914100218756682
10,ICA,15,True,KMeans,2,0.031019153275232973,0.2169194094647915
10,ICA,15,True,KMeans,3,0.017098304287320183,0.06755203568934269
10,ICA,15,True,KMeans,4,0.03179560449565236,0.07849367542534558
10,ICA,15,True,KMeans,5,0.024931825962921556,0.09790979118249338
10,ICA,15,True,KMeans,6,0.02377660157873068,0.10663239381221715
10,ICA,15,True,KMeans,7,0.0232621556066462,0.07630154517670609
10,ICA,15,True,KMeans,8,0.020170311601782464,0.09822296436342677
10,ICA,3,False,Agglomerative,2,0.0014019111327841405,0.524525084726259
10,ICA,3,False,Agglomerative,3,0.010814414228452241,0.5605671260807078
10,ICA,3,False,Agglomerative,4,0.018338191804430144,0.44296964799728195
10,ICA,3,False,Agglomerative,5,0.018765449142543984,0.45592397950108554
10,ICA,3,False,Agglomerative,6,0.020686785686238704,0.30703911017878743
10,ICA,3,False,Agglomerative,7,0.021974548246508026,0.35097532056900826
10,ICA,3,False,Agglomerative,8,0.021462975780154728,0.3606558465559734
10,ICA,3,False,DBSCAN,0.5,0.0071376701009499485,0.4437906042286805
10,ICA,3,False,DBSCAN,10,0.0,
10,ICA,3,False,DBSCAN,4,0.0,
10,ICA,3,False,GaussianMixture,2,0.008471854163616753,0.1830661830751053
10,ICA,3,False,GaussianMixture,3,0.01181771563687321,0.07548641656642673
10,ICA,3,False,GaussianMixture,4,0.012580338409636724,0.09077532807808038
10,ICA,3,False,GaussianMixture,5,0.014537287725043408,0.03179852966441507
10,ICA,3,False,GaussianMixture,6,0.015186095747820406,0.017707734903599986
10,ICA,3,False,GaussianMixture,7,0.014626943001543834,-0.030923347182481176
10,ICA,3,False,GaussianMixture,8,0.014134365695078331,0.07406731095685243
10,ICA,3,False,KMeans,2,0.0043052277688806675,0.5831042875622704
10,ICA,3,False,KMeans,3,0.027197438145229208,0.43742769028546347
10,ICA,3,False,KMeans,4,0.0241064748044509,0.46223809938206234
10,ICA,3,False,KMeans,5,0.024826245683119003,0.43459131959377767
10,ICA,3,False,KMeans,6,0.024525873961979226,0.4411033773786692
